3.933663116358159328e+01,2.751018543421022144e+01,4.791703248329347531e+01,3.100166340314696711e+01,4.430106384033447853e+01,2.014997223451391406e+01,3.804801334295589754e+01,4.571236354494475052e+01,2.419956041400695312e+01,1.044418722937781041e+01,0.000000000000000000e+00,2.093069652527559299e+01,1.370669962257315433e+01,3.615996570966741785e+01,8.264491061240166303e+00,3.512769277628338216e+01,4.618827741623609739e+01,3.200755215648912611e+01,4.036601816960035904e+01,8.058466988769598771e+00
2.807778883404669656e+01,1.678233923790019588e+01,1.433835242080897032e+01,1.992477493245672804e+01,3.106503477815828163e+01,2.179122736225493639e+01,4.175074358767574978e+01,4.075959674098957919e+01,7.356466376085997183e+00,2.724467371840801988e+01,9.806007317386278288e+00,0.000000000000000000e+00,3.565560669369325808e+01,8.212490256148146983e+00,1.254578558261679611e+01,3.996820159684349250e+01,1.159231875366377373e+01,1.394784366248717689e+01,3.589557944185661142e+01,5.618432721302657029e+00
4.818114192947797392e+01,3.462196964148782996e+01,1.563190758370319777e+01,1.762714502422979024e+01,4.210399004300253978e+01,3.664362772442495952e+01,2.509544379418311877e+01,1.610127819254842763e+01,3.496023723131897043e+01,1.434629968767515784e+01,1.601453561422055927e+01,3.891845584663573732e+01,0.000000000000000000e+00,9.475223300857159359e+00,5.745191482411416750e+00,4.522252009941222894e+01,1.704558732804544263e+01,3.657550306425832787e+01,5.458434873404384824e+00,4.556879602286948483e+01
1.880814687130627760e+01,1.421895417379814042e+01,3.185232327077176606e+01,2.326937703900734888e+01,4.129437239170722762e+01,3.460073490681037356e+01,4.027931175943132303e+01,3.367146155117996642e+01,4.523217721399454661e+01,1.172253107307508380e+01,2.293277635382282043e+01,4.013779164564490287e+01,2.654683521313669203e+01,0.000000000000000000e+00,2.756727442418369023e+01,3.050554278409905251e+01,3.661105764974675481e+01,3.491632110756100360e+01,2.502832753168249269e+01,3.218773867077955231e+01
1.498374271894839183e+01,4.072198940691325930e+01,6.622037851629670513e+00,4.895598924812140496e+01,2.322200266887450226e+01,2.238282867645503416e+01,4.649952171345378105e+01,3.498628311870373864e+01,4.390328122606486261e+01,2.660643003071348645e+01,4.963966281693470251e+01,4.825280493999947140e+01,4.246064778919554072e+01,4.792730234687722657e+01,0.000000000000000000e+00,3.350760248562257004e+01,3.088292776057991063e+01,1.600335009475270454e+01,1.867316431469351201e+01,5.265630220908077419e+00
4.126111874910455413e+01,4.329893665754764953e+01,7.110042264349284657e+00,2.702058259331835544e+01,1.824582700941668278e+01,9.865958358894969749e+00,1.557045849020826012e+01,2.202786780255837940e+01,7.713478698799532296e+00,2.154601232069217787e+01,1.227594631999092734e+01,4.749935163228472135e+01,3.996977383830162722e+01,2.675501914805815318e+01,3.196847045817989397e+01,0.000000000000000000e+00,1.417311407723304661e+01,3.569113735507956875e+01,4.888293628115159351e+01,1.081272720693163869e+01
2.637745465343164852e+01,1.371585542244221045e+01,1.022577601741730824e+01,3.838918303581129265e+01,4.580043998208861211e+01,2.598640896175311710e+01,1.382535411858046004e+01,5.688746306893655458e+00,3.185047828349586041e+01,3.991638680059283217e+01,1.846257365811649720e+01,1.558465149976600372e+01,7.701227469074760634e+00,7.529910832025758616e+00,4.732619617489886821e+01,5.319507119826982766e+00,0.000000000000000000e+00,2.430112801545276469e+01,1.059094899658008870e+01,2.152577234051857857e+01
3.519366834238053343e+01,1.192932801310189994e+01,2.538007122393405623e+01,6.702368865259860087e+00,1.586026718434060001e+01,1.761093930606764957e+01,2.803585953472437708e+01,1.102615409201933261e+01,2.439289793820117680e+01,4.760995657206868259e+01,2.584512132881446433e+01,4.801732579694498781e+01,2.596351197372152697e+01,4.426288927618500679e+01,3.957921950102135611e+01,8.857012618931072723e+00,4.356363758384544838e+01,0.000000000000000000e+00,2.011369142879441085e+01,9.663384705048994050e+00
2.684014194034654821e+01,1.543597141974134779e+01,2.363936388454449755e+01,3.738378983382990839e+01,1.967038364642210979e+01,3.911123571995838688e+01,8.144009436528186541e+00,3.819594364505290685e+01,4.453221101826933648e+01,2.856305251697048320e+01,3.779157228395013846e+01,1.707606850667024290e+01,4.605647295066373204e+01,4.767308497169052117e+01,3.256204479619690062e+01,6.083730757240195075e+00,2.736897995755629509e+01,3.071894875669296354e+01,0.000000000000000000e+00,1.293467118169386687e+01
2.921687420751584341e+01,2.545615996469779319e+01,2.271949436595050997e+01,4.307815155192414380e+01,2.693827455421200412e+01,2.339629427329007427e+01,4.770733327237183374e+01,4.779278540335430137e+01,2.263213284210652176e+01,4.012494072357665686e+01,4.344230003447248833e+01,4.773791660635875900e+01,4.078391621898776975e+01,4.849711867685758193e+01,3.975238779034188497e+01,4.571106673802668752e+01,4.934301270089193991e+01,1.381387383790875489e+01,4.602527446210994810e+01,0.000000000000000000e+00
