5.663541829134440064e+01,5.349088521829239795e+01,7.167283913132099826e+01,6.685540201479905420e+01,9.544039964110447727e+01,4.245331299395597568e+01
6.869226683503933373e+01,1.896650914530459886e+01,5.905258116070194774e+01,5.137027572114146068e+01,8.585583711902877724e+01,5.054037106923832567e+01
8.296114394400535730e+01,3.139055361175507031e+01,4.588121394736287328e+01,3.825889944261550824e+01,6.756820097205623199e+01,9.364050287437193276e+01
9.435698230116639706e+01,3.557942887794510511e+01,8.892838347424407175e+01,8.110738043564673205e+01,1.157542764695534316e+02,2.959982562418672458e+01
5.704959450479987737e+01,5.204468130813642546e+01,1.319504625923233654e+01,8.497125312467620262e+00,3.538482588455474342e+01,1.040982932601246063e+02
4.141277688775278421e+01,7.926052056372880372e+01,7.538184662735376662e+01,7.384837230858080659e+01,9.311654702395199479e+01,6.817085053369046932e+01
9.230434901428201044e+01,2.927734921367905585e+01,5.688349223726907411e+01,4.909288514944553583e+01,7.863743703471486413e+01,9.180400398423881825e+01
5.167705036261331486e+01,3.531583519106614943e+01,2.610521866745328623e+01,1.813813520679272528e+01,5.293106016000516689e+01,8.228698676731475814e+01
6.298166165255057081e+01,7.352567061561059347e+01,2.070456307139151519e+01,2.560445832596187188e+01,1.861428599554525931e+01,1.252331476952205946e+02
2.153782693323052655e+01,7.008716770781327909e+01,2.440702900174657231e+01,2.836310166165111823e+01,3.678619439651897238e+01,1.016504284959754187e+02
3.782346409894019956e+01,7.527231565629114129e+01,1.648557347051089295e+01,2.457340411279461989e+01,1.886854593327654683e+01,1.155314639414574884e+02
7.449081910176180088e+01,9.463905067662162551e+00,5.111333945005746671e+01,4.258937801758418829e+01,7.728825146663101009e+01,6.881157734753682576e+01
3.869919153507331799e+01,7.084765917267584712e+01,1.205686121976589398e+01,2.004063016195419777e+01,2.082095616510807190e+01,1.122226991920163783e+02
9.416139825363249827e+01,3.710415904925916664e+01,5.567763503354512267e+01,4.853257245628150685e+01,7.538976667756583083e+01,9.978633410793257497e+01
4.948315334236732355e+01,3.671863010204739197e+01,5.039414342924744972e+01,4.455932174628401299e+01,7.585455124470925625e+01,5.670185035817254260e+01
6.630926137953869670e+01,2.994947114223930029e+01,3.285549996802772910e+01,2.443262167447031885e+01,5.776928209425384608e+01,8.679278419406043099e+01
6.759702047710052852e+01,5.613531410423152579e+01,8.184826633598143530e+01,7.654919081682106707e+01,1.061584712122685374e+02,3.191204735367956857e+01
