6.370925890899397359e+01,6.613535223953874720e+01,6.816022213003809327e+01,9.369067062374716670e+01,4.831153207141082362e+01,8.614437537945279644e+01
7.983606643977469730e+01,5.129072447420655934e+00,5.695538097349303541e+01,8.095303271982857041e+01,2.717217409905788017e+01,4.827256876963824084e+01
4.139306209121529889e+01,7.100264558653123004e+01,1.892501630977516314e+01,1.555575248996487403e+01,5.030800468150330573e+01,2.240804861312966167e+01
8.550699546246238469e+01,1.145687616039245249e+01,6.663596558288213600e+01,9.257130144915369385e+01,3.213587901862928220e+01,6.264165317178958503e+01
7.661094840694231323e+01,1.531187083267320936e+01,5.132978282776945633e+01,7.342872324150438601e+01,2.755662665286980229e+01,3.898366808863215027e+01
8.434002907335161581e+01,8.269427463186989513e+00,6.027067387190904668e+01,8.309445439408833067e+01,3.256190896618143427e+01,4.876632742434122036e+01
5.426967243925753337e+01,4.606265334360135455e+01,2.502047192476365112e+01,4.149021610428189888e+01,3.220570576602550972e+01,8.711889476198765081e+00
7.442982799536932248e+01,8.840486276428450196e+00,5.315228493076929794e+01,7.837954208567664693e+01,2.100342197337624128e+01,4.804443488704075804e+01
1.049968986616543809e+01,9.356094848419488130e+01,3.756492513208003459e+01,3.945800317543629632e+01,6.413832395751602178e+01,6.427328933338434069e+01
7.294798076463251846e+01,8.569675850847217191e+01,5.044294747497968245e+01,3.718668156143780834e+01,7.430194856665210068e+01,3.380626468792293338e+01
4.037915058521640077e+01,4.524043702158847680e+01,1.622017430481731282e+01,4.293516463577207531e+01,1.986260606718923682e+01,2.661003787377513774e+01
4.651914713892360709e+01,6.449472620516034738e+01,5.271335996363732335e+01,7.718868770051086869e+01,4.024792570320429519e+01,7.351575019155575319e+01
8.413914994845400486e+01,7.567719556490808408e+00,6.425097193968920806e+01,8.978964616286519629e+01,3.048585090488423432e+01,5.915759677201852185e+01
6.177455474199815910e+01,7.131621427677961833e+01,6.884814373636666573e+01,9.349090854604489209e+01,5.189902531808037622e+01,8.838313553199228068e+01
4.973179725379233673e+01,4.144065736517299570e+01,2.199249546939609345e+01,4.426860862644558381e+01,2.329221774862961070e+01,1.781387322507704596e+01
4.268701475642120613e+01,4.061596790721225148e+01,2.349649708053817321e+01,5.101612047320598720e+01,1.223613120572638557e+01,3.429740445002126847e+01
1.936442198547945281e+01,1.023956140473920442e+02,4.756274547207745940e+01,4.789104823282369239e+01,7.272359699702631985e+01,7.429037135900024680e+01
5.509373335723700649e+01,3.548423990794253768e+01,2.804645162868637698e+01,5.031952251245188279e+01,2.096467584849449750e+01,2.057434890215339252e+01
1.961804558183897029e+01,6.364540779443922958e+01,1.601262684224785460e+01,3.880748317731249841e+01,3.433542274564588581e+01,4.265543256148158946e+01
5.884626990478174235e+01,5.551255125795734102e+01,2.996999016756064194e+01,3.768997444764767835e+01,4.381294034217121691e+01,2.972682257705658415e+00
1.875289406278158566e+01,1.016774837052724365e+02,4.717801983835156676e+01,4.809166412390630541e+01,7.198051978514612870e+01,7.402952225686091481e+01
4.521213757404261457e+01,5.183852198507595688e+01,4.360033968491242007e+01,7.006535490917676157e+01,2.658731662719416988e+01,6.143393885751729755e+01
